호선명,지하철역,사용월,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,1시이후 승차,1시이후 하차,총 이용객
2호선,신도림,201906.5,3132.75,19.183333333333334,38003.9,5588.466666666666,52656.816666666666,20815.566666666666,139917.08333333334,43539.71666666667,145982.0,121415.21666666666,94348.98333333334,78164.23333333334,65449.2,70748.65,64140.05,67084.73333333334,73403.76666666666,73447.38333333333,78687.53333333334,77413.55,77749.03333333334,74083.35,81280.71666666666,80666.4,89048.81666666667,91239.83333333333,107087.03333333334,115170.46666666666,145282.88333333333,176815.23333333334,91358.08333333333,149577.0,76523.28333333334,86081.66666666667,78094.21666666666,80520.05,60229.01666666667,81087.53333333334,25109.333333333332,57307.53333333333,2510.4333333333334,23704.766666666666,20.466666666666665,2529.4,3368941.833333333
2호선,신림,201906.5,300.53333333333336,15.35,41905.13333333333,4873.316666666667,78416.08333333333,22054.033333333333,217437.61666666667,35599.95,320837.2,64292.61666666667,190148.6,55529.26666666667,103384.3,48890.78333333333,87505.5,53375.933333333334,92270.95,59806.066666666666,90601.08333333333,68661.43333333333,81353.73333333334,75480.51666666666,79537.68333333333,91435.13333333333,86472.18333333333,109110.15,95034.88333333333,147126.96666666667,100995.3,245107.8,70392.25,242241.58333333334,57858.4,152204.3,56430.65,146198.5,50669.61666666667,143068.6,26109.75,92619.88333333333,3733.35,23187.333333333332,22.85,493.98333333333335,4014697.65
2호선,신설동,201906.5,25.833333333333332,0.8166666666666667,1145.25,394.35,1352.95,1975.95,3110.6833333333334,5698.8,5472.366666666667,14579.833333333334,4222.133333333333,10241.083333333334,4445.316666666667,7687.183333333333,5709.733333333334,7698.25,6794.05,7492.633333333333,7836.783333333334,7806.916666666667,8707.25,7164.483333333334,9663.916666666666,6468.283333333334,10133.033333333333,5458.2,12284.1,5786.266666666666,15325.733333333334,5887.65,6423.583333333333,4476.65,3861.1,2904.866666666667,3377.55,2584.133333333333,2403.5833333333335,2514.733333333333,826.2,1817.85,91.86666666666666,548.7333333333333,0.9166666666666666,84.23333333333333,424392.3333333334
2호선,신정네거리,201906.5,43.31666666666667,1.2666666666666666,8408.75,1598.1333333333334,14358.666666666666,4929.216666666666,44135.53333333333,5002.766666666666,41286.73333333333,11624.333333333334,23564.683333333334,8287.166666666666,15963.116666666667,7236.716666666666,14313.383333333333,8269.65,14493.783333333333,9441.65,13558.8,11093.516666666666,11855.3,12003.666666666666,11368.616666666667,15046.716666666667,12902.5,18588.783333333333,14085.85,25540.75,12730.016666666666,40379.083333333336,7879.283333333334,35402.666666666664,5780.433333333333,20370.2,4782.5,18515.016666666666,3927.016666666667,17363.933333333334,1652.1,11280.516666666666,210.96666666666667,2700.116666666667,2.95,171.5,764058.1666666669
2호선,신촌,201906.5,99.76666666666667,4.6,9734.6,3347.6,15250.883333333333,16603.716666666667,36706.566666666666,38047.45,52812.2,87829.78333333334,39231.333333333336,106715.58333333333,38681.11666666667,72604.31666666667,46645.46666666667,68468.65,59064.96666666667,73657.08333333333,65612.5,82843.38333333333,66320.65,73914.93333333333,75676.73333333334,69974.43333333333,88049.88333333333,73365.91666666667,106910.75,91146.33333333333,111259.91666666667,127477.88333333333,82542.78333333334,97677.41666666667,85185.75,51926.7,92782.23333333334,42917.15,97260.86666666667,38374.316666666666,47412.816666666666,26983.783333333333,6773.5,7239.133333333333,42.05,190.78333333333333,2677274.7833333337
2호선,아현,201906.5,24.5,1.3166666666666667,4626.6,1030.1833333333334,10242.616666666667,6742.816666666667,26185.4,11983.15,36276.28333333333,21561.25,22335.4,13184.5,16328.116666666667,11204.866666666667,15502.983333333334,9844.183333333332,16604.4,11510.016666666666,16252.383333333333,12753.183333333332,14906.616666666667,13242.65,16053.2,14745.516666666666,20804.283333333333,16800.133333333335,20083.683333333334,21174.183333333334,20692.083333333332,29695.783333333333,12775.983333333334,25213.516666666666,8974.733333333334,16745.316666666666,7612.133333333333,16597.666666666668,5452.766666666666,16025.483333333334,2386.4666666666667,10439.8,331.85,2508.3333333333335,3.7,46.416666666666664,779412.95
2호선,양천구청,201906.5,22.866666666666667,0.4666666666666667,4610.083333333333,997.45,11059.25,2199.0666666666666,31286.6,5326.483333333334,28962.683333333334,9940.5,17207.166666666668,5954.216666666666,11574.666666666666,5111.466666666666,10591.833333333334,5330.0,11016.016666666666,6645.75,9894.55,7887.8,8388.266666666666,8322.1,7782.1,10139.316666666668,8691.45,12313.566666666668,9604.966666666667,16657.233333333334,9384.066666666668,26273.033333333333,4460.6,25241.9,3067.5333333333333,14952.633333333333,2646.5833333333335,13859.083333333334,2458.3166666666666,13073.233333333334,830.0166666666667,9789.216666666667,107.98333333333333,2867.5833333333335,0.6833333333333333,58.95,598495.8333333333
2호선,역삼,201906.5,47.15,2.033333333333333,4028.45,7539.916666666667,8998.216666666667,37763.183333333334,15465.1,119380.31666666667,26014.216666666667,334683.9,24755.45,260479.95,25198.883333333335,103802.83333333333,34154.083333333336,66344.56666666667,41586.35,56015.5,51354.73333333333,65144.8,57992.15,55918.933333333334,74198.88333333333,50406.933333333334,91435.26666666666,46015.11666666667,158656.8,51179.916666666664,278317.55,60421.13333333333,143138.88333333333,43022.666666666664,84106.33333333333,23950.666666666668,86793.31666666667,19209.033333333333,61710.816666666666,16554.866666666665,23696.116666666665,10522.733333333334,3264.016666666667,2757.983333333333,7.766666666666667,67.08333333333333,2928011.1
2호선,영등포구청,201906.5,42.916666666666664,1.4333333333333333,5971.933333333333,2912.016666666667,13260.75,13139.633333333333,41288.63333333333,34924.316666666666,47103.96666666667,116430.76666666666,30992.8,54297.25,24064.816666666666,27006.016666666666,25141.0,23998.983333333334,26697.8,25174.05,28185.183333333334,27409.9,28521.783333333333,26379.433333333334,30572.066666666666,26781.75,34993.4,28888.733333333334,49558.05,34818.5,100593.16666666667,52563.03333333333,39826.88333333333,40953.86666666667,28286.366666666665,23918.35,27407.833333333332,22422.15,21091.933333333334,21185.266666666666,8384.816666666668,13977.416666666666,1098.0,4100.833333333333,6.483333333333333,141.05,1436421.8333333335
2호선,왕십리(성동구청),201906.5,740.9333333333333,4.033333333333333,7457.083333333333,1058.4166666666667,10857.183333333332,6398.75,28135.366666666665,12906.266666666666,48551.36666666667,29272.533333333333,30652.6,21038.4,21010.433333333334,15582.583333333334,21398.75,16475.983333333334,24614.033333333333,18749.883333333335,26231.066666666666,20578.05,25592.783333333333,20419.366666666665,27367.133333333335,22149.983333333334,32746.183333333334,25558.666666666668,39086.48333333333,34522.76666666667,43801.61666666667,56010.01666666667,28955.133333333335,41234.833333333336,27102.916666666668,24606.35,30922.916666666668,21880.116666666665,30063.766666666666,21754.5,17561.466666666667,14820.683333333332,2541.7,4935.85,14.8,111.38333333333334,1157381.6333333333
2호선,용답,201906.5,12.666666666666666,0.2,2465.766666666667,223.48333333333332,3224.7,978.1166666666667,7994.0,1598.8333333333333,12991.15,3358.483333333333,6425.1,3191.3,4225.566666666667,2578.5666666666666,3767.55,2460.5666666666666,4086.8166666666666,2775.266666666667,4226.7,3167.7,3831.1666666666665,3231.116666666667,3697.2833333333333,4158.383333333333,4305.433333333333,5432.95,4367.683333333333,6145.4,3833.9,9782.75,2429.7166666666667,7582.5,1661.9833333333333,4754.883333333333,1336.3,5706.166666666667,1063.5166666666667,5297.25,467.96666666666664,3359.2,60.61666666666667,742.45,0.5166666666666667,5.983333333333333,354914.15000000026
2호선,용두(동대문구청),201906.5,18.283333333333335,0.7166666666666667,1061.3666666666666,166.96666666666667,1503.6,946.0166666666667,4737.616666666667,2349.4333333333334,7599.45,6161.9,3954.616666666667,3559.3166666666666,3282.1833333333334,3203.483333333333,3595.7,3576.75,3944.4333333333334,3449.483333333333,4088.5666666666666,4095.733333333333,4247.816666666667,4239.266666666666,4536.133333333333,4522.733333333334,4695.533333333334,4362.633333333333,4942.5,4586.966666666666,6048.433333333333,7097.466666666666,2857.45,5555.183333333333,1955.45,3069.35,1595.2666666666667,2995.2833333333333,1132.5166666666667,2408.4,405.6,1668.1833333333334,50.31666666666667,370.43333333333334,0.6,8.583333333333334,336554.21666666673
2호선,을지로3가,201906.5,11.433333333333334,0.55,1013.4333333333333,1698.4,2317.8,17019.316666666666,5289.6,63554.7,9881.866666666667,149346.18333333332,12437.483333333334,73714.88333333333,15549.283333333333,34400.98333333333,19362.0,27401.05,20754.566666666666,24277.433333333334,24579.266666666666,26886.85,28266.916666666668,24193.016666666666,32319.85,21874.033333333333,38154.166666666664,22200.15,66254.85,24200.95,126854.11666666667,27990.0,60677.03333333333,17245.95,39552.51666666667,9204.416666666666,40514.5,7760.516666666666,31837.116666666665,6899.9,14270.416666666666,4573.533333333334,2037.35,1172.2666666666667,10.35,61.016666666666666,1379528.5166666666
2호선,을지로4가,201906.5,7.083333333333333,0.55,901.15,1025.1,1585.1833333333334,11259.433333333332,3099.5333333333333,26399.183333333334,5878.116666666667,73110.25,8532.066666666668,41554.73333333333,11191.266666666666,24533.633333333335,14037.033333333333,22765.0,16773.5,21046.283333333333,18781.683333333334,20005.616666666665,22094.6,19491.816666666666,25157.216666666667,17558.166666666668,28554.6,15284.7,44352.96666666667,13704.416666666666,67117.35,12251.583333333334,35765.5,7679.933333333333,17286.533333333333,4586.666666666667,13532.433333333332,4298.733333333334,9347.25,4113.15,3920.983333333333,2866.05,605.35,745.25,3.65,28.366666666666667,894740.1666666664
2호선,을지로입구,201906.5,92.03333333333333,2.5833333333333335,2681.0666666666666,2676.4,3286.266666666667,27449.85,8100.583333333333,119349.08333333333,14413.816666666668,304863.81666666665,18818.133333333335,149422.25,24681.95,77255.63333333333,34033.73333333333,78042.76666666666,40018.96666666667,62443.61666666667,52754.98333333333,63823.05,61494.73333333333,56881.73333333333,74323.9,54021.03333333333,86276.51666666666,53075.5,134829.6,56418.55,264783.1,62396.63333333333,134980.53333333333,38638.21666666667,123213.2,21356.5,98387.76666666666,17640.833333333332,68325.86666666667,14899.233333333334,29381.383333333335,8991.333333333334,3417.116666666667,3478.233333333333,37.53333333333333,664.5666666666667,2754030.7000000007
2호선,이대,201906.5,30.533333333333335,0.8666666666666667,3107.7,1526.85,6828.733333333334,10653.1,18605.866666666665,16292.766666666666,25979.3,40813.666666666664,18012.75,48890.166666666664,15023.95,39230.183333333334,18733.783333333333,31218.483333333334,28496.766666666666,35994.8,30468.133333333335,36254.566666666666,28874.0,30299.2,34965.666666666664,29365.0,43830.5,29187.916666666668,53003.45,31738.3,47515.916666666664,38785.01666666667,31647.35,30109.416666666668,26308.7,17933.0,28326.616666666665,16861.666666666668,21470.883333333335,16501.616666666665,7352.7,11878.85,738.3833333333333,2998.1833333333334,3.933333333333333,80.01666666666667,1207845.75
2호선,잠실(송파구청),201906.5,93.15,9.05,12819.3,5453.233333333334,47681.8,38937.73333333333,122086.01666666666,82382.05,177239.43333333332,173301.06666666668,127305.36666666667,161190.68333333332,85257.21666666666,106618.26666666666,86012.03333333334,113849.88333333333,94628.3,112147.01666666666,106812.68333333333,119066.68333333333,111108.23333333334,117551.91666666667,125912.18333333333,125002.38333333333,146523.58333333334,136575.28333333333,187094.8,159667.45,242738.7,226477.48333333334,171458.61666666667,171059.2,162824.53333333333,102176.8,142251.18333333332,95458.9,109396.38333333333,91960.45,34789.083333333336,52344.6,3953.2,10591.033333333333,70.0,265.51666666666665,4702048.983333333
2호선,잠실나루,201906.5,8.583333333333334,0.4166666666666667,3010.9166666666665,1677.15,12537.083333333334,9850.983333333334,43291.6,21897.966666666667,53121.2,39397.71666666667,32354.033333333333,27609.666666666668,24874.6,20201.7,24696.3,18094.75,24590.3,21480.65,23145.666666666668,22598.216666666667,23888.983333333334,21299.35,25330.7,21085.3,29334.3,21707.35,34181.11666666667,26753.1,34569.26666666667,41647.35,18735.0,35455.65,14217.95,21767.533333333333,11109.483333333334,20870.466666666667,7359.383333333333,20697.133333333335,3074.55,12232.2,428.9,3305.366666666667,6.15,68.8,1075471.3833333333
2호선,잠실새내,201906.5,30.2,1.5333333333333334,5478.6,961.2,17515.866666666665,8903.05,59110.73333333333,17276.5,80904.08333333333,29185.266666666666,49621.4,32251.0,32778.05,24963.416666666668,31678.95,26370.283333333333,33699.7,29909.033333333333,34259.73333333333,34296.05,31221.533333333333,36202.21666666667,32972.8,39807.55,37874.1,45803.45,40732.933333333334,59496.433333333334,45816.85,89248.78333333334,34399.0,72453.93333333333,29863.466666666667,42207.083333333336,31697.983333333334,36771.45,30527.5,35185.916666666664,16716.05,19275.65,2449.1833333333334,5500.466666666666,24.05,147.5,1567497.0333333332
2호선,종합운동장,201906.5,18.283333333333335,0.9333333333333333,2327.4666666666667,1246.3,7040.183333333333,10042.85,19479.85,18948.25,27524.95,29734.216666666667,20256.366666666665,18593.416666666668,13862.816666666668,13758.316666666668,13937.816666666668,12607.616666666667,14591.3,15976.216666666667,15238.1,21369.516666666666,15287.783333333333,18768.233333333334,16661.266666666666,21034.8,20812.433333333334,29392.1,27138.883333333335,37693.45,24715.85,49376.416666666664,16661.216666666667,29291.716666666667,19145.516666666666,15052.1,32270.05,14585.783333333333,27590.183333333334,15061.6,7507.3,8658.716666666667,409.0833333333333,2274.1666666666665,15.783333333333333,112.36666666666666,927978.0666666667
2호선,충정로(경기대입구),201906.5,27.133333333333333,1.5,3504.116666666667,1027.35,7091.316666666667,6368.933333333333,16839.733333333334,19746.983333333334,23660.5,64873.666666666664,15560.666666666666,33151.25,12197.183333333332,14068.65,13211.9,11738.516666666666,13478.7,11478.183333333332,14382.3,13664.15,14340.983333333334,12585.45,15135.45,12887.4,17961.516666666666,13904.766666666666,24418.816666666666,16748.25,53479.066666666666,22989.583333333332,19362.716666666667,17934.416666666668,11999.2,11875.016666666666,11389.483333333334,11984.05,8497.333333333334,11320.966666666667,3383.7,7445.866666666667,461.56666666666666,1960.8666666666666,3.716666666666667,68.48333333333333,820117.9000000001
2호선,한양대,201906.5,6.883333333333334,0.55,1313.4833333333333,383.76666666666665,2579.366666666667,5831.15,5601.416666666667,13739.683333333332,8779.3,49909.61666666667,6827.266666666666,47346.65,7015.233333333334,33309.63333333333,10239.183333333332,16754.316666666666,13150.7,22725.183333333334,13607.866666666667,19941.266666666666,15868.516666666666,16406.15,20697.483333333334,12460.3,29038.816666666666,11011.7,38109.5,12526.683333333332,33262.6,15938.366666666667,17285.933333333334,9788.816666666668,14357.616666666667,6240.266666666666,16425.283333333333,5806.05,12885.066666666668,5622.2,6900.366666666667,3833.3,1225.3833333333334,1062.7,3.95,20.633333333333333,787746.7
2호선,합정,201906.5,91.65,3.1666666666666665,9094.8,3490.766666666667,17895.683333333334,17372.35,45163.25,35086.05,57043.333333333336,94503.03333333334,38364.1,74308.45,28798.133333333335,45104.76666666667,30066.8,42656.816666666666,34113.01666666667,47397.51666666667,38750.15,54037.083333333336,39796.566666666666,51153.51666666667,43580.1,50973.21666666667,51275.45,57696.1,68789.96666666666,72554.78333333334,109941.35,106465.23333333334,73607.73333333334,85303.01666666666,58201.083333333336,44824.55,69138.68333333333,36396.11666666667,66591.95,32048.6,32268.733333333334,21828.066666666666,4326.066666666667,6167.816666666667,37.56666666666667,248.88333333333333,2098462.5666666673
2호선,홍대입구,201906.5,1235.8,18.65,31422.283333333333,4135.133333333333,33007.78333333333,18445.883333333335,66853.65,35730.26666666667,84307.76666666666,106323.65,61764.38333333333,119925.3,53289.4,90972.66666666667,59496.5,102655.76666666666,69422.33333333333,129411.36666666667,80725.96666666666,149282.51666666666,87594.58333333333,146706.66666666666,104871.86666666667,147733.33333333334,128282.05,156634.06666666668,157337.1,182152.85,191404.73333333334,232841.73333333334,154420.11666666667,188732.85,150535.86666666667,106254.16666666667,185994.8,83246.53333333334,195374.63333333333,70149.75,99454.55,50569.65,11199.616666666667,16755.733333333334,81.05,1842.7666666666667,4350504.633333333
3호선,가락시장,201906.5,14.15,0.7,2683.9666666666667,616.6166666666667,7257.166666666667,5240.883333333333,21303.866666666665,10502.883333333333,24894.9,30142.85,17577.3,15443.266666666666,14818.5,10934.133333333333,14716.9,11391.133333333333,14600.533333333333,11970.033333333333,14940.316666666668,12736.733333333334,14538.516666666666,13445.533333333333,15203.8,15264.1,16640.3,16165.916666666666,19557.733333333334,19358.8,29658.95,25771.65,13974.95,21139.616666666665,10528.366666666667,13508.05,9853.283333333333,12009.316666666668,7328.383333333333,11490.6,2723.5666666666666,6943.65,321.93333333333334,2064.0833333333335,1.7666666666666666,45.43333333333333,741231.6333333334
3호선,경복궁(정부서울청사),201906.5,72.38333333333334,2.2666666666666666,2766.5,1554.3,5717.866666666667,13448.183333333332,14473.083333333334,42654.1,21943.766666666666,118163.83333333333,21394.816666666666,69629.43333333333,17820.833333333332,48329.51666666667,22626.416666666668,44151.78333333333,27270.116666666665,41330.65,34235.96666666667,43370.98333333333,39984.6,37718.53333333333,48116.61666666667,32689.9,59451.28333333333,30637.55,71433.41666666667,31955.1,107222.31666666667,37015.73333333333,46941.78333333333,26151.166666666668,36672.4,13507.85,38723.38333333333,11760.25,26559.733333333334,11078.783333333333,9130.833333333334,6554.883333333333,1127.5333333333333,1622.1,8.2,48.71666666666667,1518975.966666667
3호선,경찰병원,201906.5,12.166666666666666,0.7333333333333333,2482.733333333333,212.61666666666667,7085.483333333334,2895.2,22546.65,7900.95,26649.316666666666,30411.716666666667,15747.416666666666,14767.4,11850.183333333332,9044.05,10836.55,6956.633333333333,9777.95,8010.9,10471.9,9722.133333333333,10421.5,9423.5,10541.65,9401.9,10719.466666666667,10121.066666666668,14575.45,13723.033333333333,21478.166666666668,20322.566666666666,8359.733333333334,18371.266666666666,6230.85,11503.133333333333,5830.0,9934.4,3868.4333333333334,9653.55,1265.5833333333333,6035.183333333333,125.55,1596.6333333333334,0.6666666666666666,7.033333333333333,622799.5000000003
3호선,고속터미널,201906.5,132.26666666666668,1.3833333333333333,6304.416666666667,4027.7833333333333,7771.5,34210.666666666664,27260.9,51135.25,48533.11666666667,79996.26666666666,53442.36666666667,102657.78333333334,57125.45,91534.66666666667,69654.31666666667,105160.6,84165.28333333334,101791.55,94665.76666666666,103761.08333333333,102308.35,109084.85,115087.6,113896.78333333334,127959.91666666667,113789.06666666667,145712.93333333332,120380.51666666666,149439.68333333332,135897.03333333333,131956.16666666666,94085.26666666666,145297.38333333333,55373.13333333333,102502.75,41412.65,69267.65,30789.333333333332,25578.6,16300.166666666666,2257.7,2577.3333333333335,29.516666666666666,16.566666666666666,3276239.866666666
3호선,교대(법원.검찰청),201906.5,17.0,0.6,1193.35,642.7166666666667,3222.8,6636.583333333333,8119.016666666666,21046.333333333332,12113.433333333332,50118.916666666664,10288.866666666667,35599.9,11571.616666666667,17405.2,14814.2,12361.7,16367.3,11818.8,20513.616666666665,12461.433333333332,23331.15,11667.166666666666,24916.2,10797.5,27488.0,10848.883333333333,39446.683333333334,14077.083333333334,66293.35,19006.383333333335,30414.633333333335,11860.616666666667,24742.25,5748.566666666667,27053.666666666668,4550.8,28162.0,4104.333333333333,8308.766666666666,2626.85,1069.3833333333334,723.6833333333333,2.3666666666666667,5.333333333333333,865465.5333333334
3호선,구파발,201906.5,116.73333333333333,5.583333333333333,9381.45,1615.3,29174.833333333332,11635.366666666667,85628.21666666666,19977.95,81629.61666666667,27585.466666666667,43428.53333333333,26221.216666666667,29564.5,24381.3,26966.383333333335,21952.733333333334,28091.816666666666,23649.1,27642.2,25152.15,26790.833333333332,25477.366666666665,29216.983333333334,26946.15,34933.36666666667,32228.133333333335,37220.76666666667,38940.816666666666,32912.73333333333,63288.416666666664,21307.0,60028.9,16566.533333333333,35045.45,14934.383333333333,31959.183333333334,12358.65,29026.016666666666,3483.133333333333,21169.116666666665,425.21666666666664,5900.933333333333,3.3666666666666667,318.6166666666667,1346189.0166666664
3호선,금호,201906.5,42.8,7.183333333333334,4524.4,581.2333333333333,10197.183333333332,2941.2833333333333,27126.583333333332,4792.816666666667,38490.066666666666,8575.55,24417.816666666666,7198.166666666667,15477.3,6696.65,13378.583333333334,7070.1,12775.816666666668,8242.283333333333,12635.433333333332,9673.283333333333,10979.25,10522.633333333333,10648.616666666667,12892.75,11003.95,15319.55,12089.0,19960.016666666666,12196.4,29626.766666666666,8060.35,23821.783333333333,6072.416666666667,16347.75,5067.933333333333,14775.016666666666,3786.5,14137.533333333333,1574.8166666666666,8001.75,227.98333333333332,1851.5833333333333,1.1333333333333333,7.8,665724.3166666667
3호선,남부터미널(예술의전당),201906.5,47.56666666666667,1.6166666666666667,2844.633333333333,1266.6333333333334,8548.25,25921.9,27461.9,58392.98333333333,43552.066666666666,168815.41666666666,37916.46666666667,85639.41666666667,37757.7,52154.01666666667,42439.2,43100.76666666667,44537.1,44195.76666666667,48261.61666666667,50509.51666666667,48226.46666666667,52158.28333333333,53050.88333333333,51172.75,61592.166666666664,54365.416666666664,89901.91666666667,58872.46666666667,150485.76666666666,69414.75,75338.33333333333,51367.35,53292.11666666667,29010.983333333334,48350.63333333333,23900.1,38854.96666666667,18733.716666666667,13333.333333333334,10423.033333333333,1262.2833333333333,2196.3,5.516666666666667,12.9,2080593.4666666668
3호선,녹번,201906.5,31.116666666666667,2.0833333333333335,8350.733333333334,1209.35,20400.15,8868.366666666667,56856.26666666667,7613.833333333333,66467.76666666666,17560.7,37263.066666666666,11138.8,23360.45,9049.866666666667,19901.35,9137.716666666667,19715.5,10584.733333333334,18442.016666666666,12097.8,16349.066666666668,13043.183333333332,15407.866666666667,15722.2,17664.983333333334,21030.083333333332,19876.816666666666,27153.55,19940.35,44721.9,9951.183333333332,43245.85,7045.433333333333,26476.2,5996.65,24652.15,4465.716666666666,22694.85,1743.0333333333333,13780.066666666668,178.73333333333332,2849.5833333333335,0.8,12.433333333333334,933960.8500000001
3호선,대곡,201906.5,10.933333333333334,0.31666666666666665,691.65,328.6166666666667,2344.6833333333334,1134.0666666666666,6431.7,1759.6,6018.683333333333,3022.45,3346.016666666667,1823.6833333333334,2355.9,1542.7666666666667,2166.616666666667,1665.4166666666667,2363.5,1723.7166666666667,2402.516666666667,1654.2,2269.0833333333335,1720.1666666666667,2256.516666666667,1940.1666666666667,2596.05,2241.866666666667,3453.45,2501.7833333333333,4721.2,4025.5666666666666,2182.116666666667,3588.8,1286.2666666666667,1913.2666666666667,1288.45,1870.3166666666666,861.2333333333333,1727.6833333333334,503.3333333333333,1468.6,64.83333333333333,509.78333333333336,0.2833333333333333,0.75,289685.09999999986
3호선,대청,201906.5,36.8,1.6166666666666667,3461.0,1218.8833333333334,9840.3,7336.983333333334,26776.683333333334,14479.383333333333,31998.4,25215.4,18284.05,11759.516666666666,14095.066666666668,8134.05,13404.516666666666,8127.783333333334,13283.85,9208.633333333333,14163.95,10189.85,13160.0,10754.833333333334,15223.533333333333,13115.85,19975.516666666666,14235.566666666668,22165.166666666668,17264.616666666665,27158.716666666667,24238.333333333332,12500.0,22393.25,8848.533333333333,14920.733333333334,7595.9,13804.616666666667,5581.15,15142.05,1961.4,8683.516666666666,212.15,2318.3,0.8666666666666667,10.4,734188.2166666669
3호선,대치,201906.5,13.883333333333333,0.6166666666666667,2457.8166666666666,769.8666666666667,11615.716666666667,7740.75,26067.4,17325.766666666666,26854.8,26398.316666666666,16822.133333333335,19919.083333333332,13109.966666666667,14247.216666666667,13446.533333333333,12865.816666666668,16045.6,16537.666666666668,16786.816666666666,19803.716666666667,15415.433333333332,17418.016666666666,17818.033333333333,18576.833333333332,19774.716666666667,23250.0,27178.133333333335,27555.1,28177.633333333335,28854.2,20175.4,23951.833333333332,14042.083333333334,13710.2,17787.4,13173.7,29488.283333333333,13221.85,3695.516666666667,7789.716666666666,394.71666666666664,2124.1666666666665,2.783333333333333,10.183333333333334,864321.9166666666
3호선,대화,201906.5,150.01666666666668,1.4333333333333333,6463.316666666667,1455.5833333333333,25298.15,5877.0,63393.61666666667,14243.466666666667,45724.05,21263.25,29964.716666666667,16044.266666666666,24084.283333333333,13417.216666666667,21963.9,12907.75,21569.816666666666,14928.033333333333,20251.0,16486.616666666665,19202.533333333333,15605.533333333333,20583.45,18052.833333333332,22572.066666666666,17385.35,25524.5,23216.85,24964.766666666666,28873.633333333335,13311.333333333334,32543.116666666665,9949.983333333334,22713.133333333335,8416.516666666666,18980.95,5811.133333333333,18369.216666666667,1857.2666666666667,11980.95,250.76666666666668,4666.883333333333,4.316666666666666,684.9833333333333,942916.0499999999
3호선,도곡,201906.5,33.166666666666664,1.8,1106.65,305.75,3710.633333333333,4289.8,9788.7,12385.933333333332,12959.016666666666,22472.0,8592.016666666666,17554.35,6804.266666666666,7953.166666666667,7138.0,7708.733333333334,7578.7,7549.8,8351.95,7813.5,8535.9,7159.883333333333,9802.9,7114.366666666667,12480.733333333334,7486.45,16424.8,8870.733333333334,20002.75,11075.733333333334,10864.966666666667,9843.65,6921.0,6007.066666666667,6495.766666666666,5655.183333333333,4831.883333333333,5664.366666666667,1452.5333333333333,3361.35,165.46666666666667,1960.0333333333333,2.316666666666667,319.06666666666666,528503.3333333334
3호선,독립문,201906.5,128.55,2.9,5128.633333333333,678.5666666666667,6246.783333333334,5467.7,16376.816666666668,14459.116666666667,20725.466666666667,20495.766666666666,15120.35,16581.933333333334,12739.45,15105.35,13048.75,11708.333333333334,14415.466666666667,11348.166666666666,14155.566666666668,13133.8,14667.466666666667,12492.916666666666,15911.633333333333,12525.666666666666,17694.6,13120.0,16302.316666666668,15158.933333333332,17142.25,18041.083333333332,8663.2,15552.966666666667,6122.166666666667,9836.833333333334,5170.783333333334,8949.516666666666,3773.3166666666666,8541.466666666667,1134.3666666666666,5407.416666666667,142.25,2862.516666666667,2.6166666666666667,668.05,658858.3000000002
3호선,동대입구,201906.5,23.15,2.3833333333333333,1569.95,1176.4166666666667,2716.5,9002.366666666667,5548.766666666666,17915.483333333334,8121.3,60759.416666666664,7018.2,32309.066666666666,6973.133333333333,27588.483333333334,9268.266666666666,24410.866666666665,11632.866666666667,19244.4,14548.616666666667,20189.65,16039.916666666666,16850.133333333335,18159.833333333332,13797.116666666667,23093.1,13617.583333333334,37437.36666666667,15859.516666666666,43886.78333333333,17930.25,22952.383333333335,11060.25,20329.7,5999.366666666667,20562.333333333332,5717.066666666667,14835.55,4891.033333333334,5160.466666666666,3281.0833333333335,546.4666666666667,1004.6166666666667,3.05,72.91666666666667,815013.666666667
3호선,마두,201906.5,25.15,0.9,2976.45,1540.5833333333333,9402.0,4902.45,17015.283333333333,8117.1,16494.566666666666,21425.05,12998.633333333333,15835.1,13335.483333333334,12020.116666666667,13732.216666666667,12804.333333333334,13450.966666666667,11452.716666666667,13838.783333333333,14511.766666666666,13789.616666666667,14151.1,15343.816666666668,14029.4,15870.35,14202.716666666667,16883.5,15130.9,20336.833333333332,18443.05,10426.666666666666,18363.816666666666,7164.833333333333,11341.65,6641.666666666667,9111.416666666666,5402.916666666667,8877.283333333333,1443.6333333333334,6125.433333333333,189.88333333333333,1753.4166666666667,0.3,6.783333333333333,662817.1333333332
